#,Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,BB%,K%,ISO,BABIP,AVG,OBP,SLG,OPS,wOBA,wRC+,ADP,InterSD,InterSK,IntraSD
13,Spencer Torkelson,DET,148,628,551,134,29,1,29,80,84,64,151,7,3,1,10.30%,24.00%,0.217,0.279,0.243,0.328,0.461,0.788,0.338,115,119.6,2.82,-0.78,1.06
14,Josh Naylor,CLE,133,560,509,142,30,0,21,65,86,41,81,5,8,3,7.40%,14.50%,0.185,0.294,0.279,0.336,0.464,0.8,0.34,119,125.5,2.34,0.56,0.75
15,Alec Bohm,PHI,141,595,544,149,28,1,16,72,77,40,102,5,4,1,6.80%,17.10%,0.146,0.307,0.273,0.326,0.419,0.745,0.322,101,169.4,2.24,1.76,0.67
16,Rhys Hoskins,MIL,133,570,492,117,26,1,26,74,78,67,142,6,2,1,11.80%,24.90%,0.22,0.278,0.239,0.336,0.459,0.795,0.343,115,190.1,3.7,-0.71,0.9
17,Spencer Steer,CIN,136,575,508,130,29,2,20,71,74,54,124,9,9,2,9.40%,21.50%,0.184,0.299,0.256,0.336,0.439,0.775,0.336,105,114.1,3.15,0.73,0.2
18,DJ LeMahieu,NYY,119,509,448,114,19,2,11,61,47,53,94,3,3,1,10.50%,18.50%,0.121,0.297,0.253,0.335,0.375,0.71,0.314,97,349.4,4.05,-0.87,0.46
19,Jake Cronenworth,SDP,141,588,517,127,28,5,15,70,66,53,105,12,5,1,9.00%,17.90%,0.156,0.28,0.246,0.327,0.402,0.729,0.317,100,357.6,1.93,0.18,0.32
20,Ryan Mountcastle,BAL,125,521,472,124,22,1,22,64,71,40,125,4,3,1,7.60%,24.00%,0.189,0.31,0.263,0.322,0.452,0.774,0.331,113,246.8,3.68,-1.35,0.44
21,Nolan Schanuel,LAA,115,479,408,109,19,2,9,63,44,61,77,7,3,1,12.80%,16.10%,0.12,0.308,0.266,0.37,0.387,0.756,0.337,112,412.8,3.26,-1.3,0.81
22,Ryan Noda,OAK,125,513,430,94,20,1,18,62,54,69,170,9,5,2,13.50%,33.10%,0.175,0.31,0.218,0.337,0.393,0.73,0.322,109,432.7,2.85,0.77,0.69
23,Ty France,SEA,144,603,540,140,28,1,15,70,65,40,103,19,1,0,6.60%,17.00%,0.137,0.295,0.26,0.33,0.397,0.727,0.319,106,315.8,1.66,-0.14,0.44
24,Brandon Drury,LAA,127,526,484,122,25,2,23,65,74,31,130,6,1,1,5.90%,24.70%,0.203,0.295,0.251,0.303,0.454,0.757,0.323,103,220.1,1.98,0.78,0.57
25,Christian Encarnacion-Strand,CIN,109,447,408,109,21,1,23,58,69,30,119,6,3,1,6.80%,26.70%,0.226,0.32,0.266,0.325,0.492,0.816,0.347,113,167.8,4.25,0.05,0.6
26,LaMonte Wade Jr.,SFG,117,475,403,98,17,2,16,58,51,59,92,7,3,1,12.50%,19.30%,0.171,0.273,0.242,0.347,0.413,0.76,0.333,110,388.6,1.8,-0.57,0.24
27,Justin Turner,TOR,120,511,454,117,24,0,15,61,67,43,91,8,3,1,8.40%,17.80%,0.156,0.288,0.258,0.329,0.414,0.743,0.324,107,247.2,4.36,0.83,0.32
28,Andrew Vaughn,CHW,143,597,544,142,29,1,22,69,76,40,117,9,0,0,6.60%,19.60%,0.179,0.294,0.261,0.32,0.44,0.759,0.327,106,241.8,2.78,-0.69,0.59
29,Wilmer Flores,SFG,115,463,411,105,20,1,17,54,58,42,69,6,0,0,9.00%,14.90%,0.181,0.267,0.256,0.33,0.437,0.767,0.332,109,358.1,2.4,1.03,0.43
30,Gio Urshela,DET,82,322,298,82,15,1,7,35,37,19,58,2,2,1,5.90%,18.10%,0.134,0.316,0.274,0.319,0.408,0.727,0.314,99,535.9,1.43,-0.46,1.2
31,Luke Raley,SEA,105,404,359,83,15,1,16,50,49,29,127,12,10,2,7.20%,31.50%,0.186,0.307,0.232,0.31,0.419,0.728,0.316,104,334,2.08,1.53,0.59
32,Alex Kirilloff,MIN,102,400,359,95,19,1,13,48,51,31,93,7,2,1,7.80%,23.30%,0.17,0.32,0.265,0.332,0.435,0.767,0.331,112,350.8,4.13,1.15,0.68
33,Anthony Rizzo,NYY,120,509,444,106,19,1,21,63,64,47,104,15,3,2,9.20%,20.50%,0.186,0.264,0.238,0.329,0.423,0.753,0.327,106,283.5,3.12,0.04,0.45
34,Josh Bell,MIA,141,592,519,132,25,1,20,67,73,65,116,4,0,0,10.90%,19.50%,0.172,0.289,0.255,0.339,0.426,0.766,0.332,108,285.3,1.67,0.92,0.51
35,José Abreu,HOU,137,583,522,133,26,1,18,68,79,46,120,9,0,0,7.90%,20.60%,0.156,0.297,0.256,0.324,0.412,0.736,0.32,104,285.6,2.43,-0.59,0.61
36,Brandon Belt,,77,330,281,65,13,1,14,41,40,44,103,4,1,0,13.20%,31.20%,0.206,0.303,0.23,0.339,0.436,0.775,0.336,112,568,1.63,-1.3,0.6
37,Abraham Toro,OAK,95,336,302,70,17,1,8,35,35,26,67,5,3,1,7.80%,19.90%,0.14,0.271,0.232,0.301,0.372,0.673,0.295,90,662.8,2.22,-1.42,0.77
38,Gabriel Arias,CLE,78,281,255,59,12,1,8,31,29,21,81,2,3,1,7.50%,28.90%,0.145,0.308,0.232,0.296,0.378,0.673,0.294,87,573.1,4.36,-0.96,0.97
39,Ryan O'Hearn,BAL,105,394,364,94,18,1,15,47,55,23,93,3,3,1,5.90%,23.70%,0.182,0.307,0.26,0.308,0.441,0.749,0.32,105,404.8,2.88,-0.99,0.59
40,Connor Joe,PIT,91,368,319,77,17,2,8,45,36,41,82,5,3,2,11.00%,22.30%,0.146,0.298,0.241,0.335,0.387,0.722,0.319,98,612.3,1.22,-0.46,0.69
41,Joey Gallo,WSN,109,410,346,65,12,1,22,49,52,59,159,4,2,1,14.30%,38.70%,0.228,0.258,0.187,0.31,0.416,0.726,0.316,97,515.6,2.73,-0.8,1.14
42,Donovan Solano,,79,301,270,73,15,0,5,31,29,22,64,6,0,0,7.40%,21.20%,0.111,0.335,0.271,0.339,0.382,0.721,0.318,100,727.8,1.69,0.08,1.29
43,Carlos Santana,MIN,115,484,422,96,19,1,15,55,58,57,84,2,3,1,11.80%,17.40%,0.153,0.251,0.229,0.321,0.382,0.703,0.309,97,417.1,4.71,0.28,0.33
44,Spencer Horwitz,TOR,30,111,97,25,6,0,2,12,12,12,22,1,1,0,11.00%,20.20%,0.119,0.31,0.255,0.344,0.374,0.718,0.319,103,747.7,6.21,2.58,1.74
45,Rowdy Tellez,PIT,107,418,371,88,17,1,18,45,58,40,89,3,1,0,9.60%,21.40%,0.195,0.262,0.237,0.315,0.433,0.747,0.32,98,432,2.77,-0.04,0.55
46,C.J. Cron,BOS,82,360,325,78,15,1,15,43,50,28,90,5,0,0,7.80%,25.00%,0.193,0.284,0.241,0.309,0.434,0.743,0.319,101,546.9,5.3,0.58,0.5
47,Garrett Cooper,CHC,89,354,318,80,16,1,11,38,43,29,97,4,0,0,8.10%,27.40%,0.16,0.324,0.251,0.32,0.411,0.731,0.318,100,615.3,2.67,-1.3,0.73
48,Jonathan Aranda,TBR,51,184,162,40,8,1,5,22,22,18,47,3,1,0,9.60%,25.80%,0.156,0.311,0.245,0.328,0.401,0.729,0.318,100,556,5.4,0.66,1.34
49,David Fry,CLE,37,112,101,24,6,0,3,12,13,8,27,2,1,0,7.00%,24.40%,0.156,0.288,0.234,0.299,0.39,0.69,0.3,91,745.1,1.59,-0.66,1.65
50,Nick Loftin,KCR,31,120,109,27,6,0,2,13,12,8,20,1,2,1,6.70%,16.90%,0.112,0.288,0.251,0.309,0.363,0.672,0.295,84,657.1,4.32,1.17,1.72
51,Owen Miller,MIL,52,201,185,46,10,0,4,22,21,12,41,2,4,1,6.10%,20.10%,0.118,0.3,0.251,0.302,0.369,0.671,0.293,81,660.7,4.85,0.08,1.47
52,Matt Mervis,CHC,48,186,167,39,9,0,7,21,24,17,48,3,0,0,8.90%,25.90%,0.173,0.291,0.235,0.314,0.409,0.722,0.314,97,557.1,6.59,0.28,1.25
53,Dominic Smith,,58,228,205,52,11,0,5,24,24,17,42,4,1,0,7.70%,18.30%,0.133,0.293,0.253,0.32,0.386,0.706,0.309,94,730.7,5.74,0.47,1.3
54,Jake Lamb,,17,62,55,12,2,0,2,7,6,6,17,1,0,0,10.30%,27.80%,0.142,0.288,0.221,0.308,0.363,0.671,0.297,83,999,2.71,0.07,1.84
55,Keston Hiura,,22,76,68,16,3,0,3,9,10,6,27,2,1,0,7.80%,35.60%,0.189,0.33,0.23,0.308,0.419,0.727,0.315,99,730.9,4.25,3.38,1.77
56,Wil Myers,,33,128,116,27,6,0,4,14,15,11,39,0,2,1,8.60%,30.20%,0.149,0.315,0.233,0.3,0.382,0.682,0.298,86,999,4.54,-0.38,1.59
57,Joey Votto,,80,322,278,60,12,1,12,34,40,37,88,5,0,0,11.50%,27.40%,0.184,0.263,0.215,0.316,0.399,0.714,0.313,96,688.3,2.29,-0.88,0.62
58,Jake Cave,PHI,40,148,133,31,7,1,4,17,17,11,41,2,1,0,7.50%,28.00%,0.148,0.304,0.232,0.299,0.38,0.68,0.297,84,999,4.85,-0.07,1.47
59,Jake Bauers,MIL,66,238,208,46,10,0,9,27,26,27,73,1,4,1,11.30%,30.50%,0.182,0.289,0.221,0.312,0.403,0.715,0.312,94,626.2,2.97,0.35,1.09
60,Ji Man Choi,,32,123,107,24,5,0,4,13,15,15,36,1,0,0,11.90%,29.30%,0.17,0.291,0.224,0.319,0.394,0.712,0.312,96,999,5.62,-0.04,1.53
61,Jesús Aguilar,,36,116,105,24,4,0,4,11,13,9,27,1,0,0,7.60%,23.60%,0.157,0.265,0.228,0.29,0.385,0.675,0.291,88,999,0.88,-1.61,1.62
62,Miguel Sanó,LAA,31,129,114,24,5,0,7,17,18,14,45,1,1,0,10.50%,34.80%,0.224,0.281,0.215,0.3,0.438,0.738,0.318,99,742,6.19,0.23,1.41
63,Darick Hall,PHI,15,57,52,12,3,0,2,6,7,4,15,0,0,0,7.50%,27.10%,0.175,0.278,0.226,0.29,0.402,0.691,0.3,85,999,3.95,1.74,1.85
64,Jared Young,STL,14,52,48,11,2,0,1,6,6,4,14,1,1,0,8.00%,26.90%,0.137,0.293,0.228,0.297,0.365,0.662,0.291,82,999,3.4,1.09,1.9
65,Bobby Dalbec,BOS,67,241,217,47,8,1,10,29,30,20,93,3,3,1,8.20%,38.40%,0.19,0.323,0.219,0.292,0.408,0.701,0.304,85,718.5,2.73,1.31,0.98
66,Elehuris Montero,COL,99,396,362,92,19,1,17,50,55,26,114,6,1,1,6.50%,28.80%,0.196,0.321,0.253,0.31,0.449,0.76,0.326,88,420.3,5.71,-0.06,0.46
67,Trey Cabbage,HOU,18,58,54,11,2,0,2,7,7,4,23,0,2,0,6.90%,38.50%,0.159,0.323,0.214,0.271,0.372,0.643,0.279,75,715.8,6.02,1.5,1.86
68,Alfonso Rivas,STL,26,91,80,19,5,0,1,9,8,9,25,1,1,0,9.80%,28.10%,0.114,0.326,0.236,0.317,0.35,0.668,0.297,86,999,4.94,1.84,1.8
69,Luke Voit,NYM,29,114,101,22,4,0,5,12,15,11,38,1,0,0,10.00%,33.00%,0.178,0.297,0.219,0.305,0.397,0.702,0.307,92,999,4.97,-0.5,1.56
70,P.J. Higgins,CIN,14,43,40,9,2,0,1,4,4,3,12,0,0,0,7.60%,26.50%,0.121,0.295,0.226,0.291,0.347,0.638,0.282,69,999,0.84,-0.5,1.94
71,Yuli Gurriel,,51,193,177,45,10,1,3,20,20,13,26,1,2,1,6.50%,13.30%,0.122,0.281,0.257,0.308,0.379,0.687,0.299,87,999,2.59,0.59,1.5
72,Lewin Díaz,WSN,18,56,51,11,2,0,2,5,6,4,14,1,0,0,7.00%,25.60%,0.165,0.244,0.206,0.269,0.371,0.64,0.278,71,999,2.53,0.49,1.85
73,Kody Clemens,PHI,22,71,65,14,2,0,2,9,9,5,19,0,0,0,7.40%,26.80%,0.134,0.274,0.218,0.278,0.352,0.63,0.276,70,999,3.63,-0.27,1.76
74,Trey Mancini,,43,167,150,36,8,0,4,18,19,14,43,2,0,0,8.20%,26.00%,0.135,0.31,0.242,0.311,0.377,0.688,0.302,87,744.9,6.72,0.4,1.43
75,Jared Walsh,,63,214,194,42,9,0,8,23,25,17,68,2,1,0,8.10%,31.90%,0.167,0.294,0.219,0.29,0.386,0.676,0.294,82,746.5,2.93,-0.97,1.09
76,Bligh Madris,DET,18,49,44,9,2,0,1,5,4,4,13,0,1,0,9.10%,25.80%,0.104,0.261,0.199,0.276,0.303,0.579,0.26,61,999,2.36,-0.63,1.9
77,Luken Baker,STL,24,81,73,17,3,0,2,10,11,7,22,0,0,0,9.10%,27.40%,0.134,0.297,0.23,0.303,0.364,0.667,0.294,83,714.4,4.72,-0.03,1.72
78,Kole Calhoun,,44,173,157,35,7,1,5,18,20,13,43,2,1,0,7.30%,25.10%,0.145,0.271,0.221,0.285,0.366,0.651,0.284,77,999,2.51,-0.75,1.3
79,Nick Pratto,KCR,55,217,190,41,9,1,6,24,23,21,77,3,1,1,9.80%,35.40%,0.155,0.316,0.214,0.3,0.369,0.669,0.293,83,708,4.2,0.68,1.08
80,Mike Moustakas,,42,159,144,32,7,0,5,17,18,11,39,2,0,0,6.90%,24.60%,0.148,0.27,0.225,0.284,0.373,0.657,0.285,77,725.8,6.21,-0.18,1.37
81,Jon Singleton,HOU,38,137,118,23,5,0,4,15,15,17,37,1,0,0,12.50%,27.30%,0.155,0.246,0.198,0.299,0.353,0.652,0.289,82,746.5,3.12,-0.62,1.39
82,Michael Toglia,COL,31,119,108,23,5,1,4,13,13,10,36,1,1,0,8.30%,30.40%,0.163,0.288,0.218,0.287,0.381,0.668,0.291,65,742.7,3.6,1.54,1.55
83,Hunter Goodman,COL,78,315,287,71,17,2,12,38,46,21,85,3,2,1,6.50%,27.00%,0.199,0.305,0.248,0.302,0.447,0.749,0.319,84,435.7,5.25,-0.14,0.71
