#,Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,BB%,K%,ISO,BABIP,AVG,OBP,SLG,OPS,wOBA,wRC+,ADP,InterSD,InterSK,IntraSD
56,Oswald Peraza,NYY,55,214,194,45,8,1,5,25,21,15,50,4,7,2,6.90%,23.30%,0.124,0.289,0.234,0.299,0.358,0.657,0.29,81,556.3,4.99,-1.26,1.37
57,Jordan Diaz,OAK,76,290,270,67,13,0,8,27,32,15,58,3,1,0,5.20%,20.10%,0.141,0.289,0.249,0.294,0.39,0.684,0.296,91,560.4,4.58,0.35,1.08
58,Kevin Smith,NYY,29,87,80,16,3,0,2,10,9,5,28,0,2,0,5.30%,31.60%,0.137,0.273,0.203,0.25,0.34,0.59,0.256,58,999,3.63,-0.2,1.7
59,Michael Stefanic,LAA,32,114,101,27,4,0,1,12,10,10,14,2,1,1,8.90%,12.30%,0.075,0.302,0.267,0.344,0.342,0.686,0.308,93,999,5.29,1.3,1.83
60,Aledmys Díaz,OAK,78,295,271,65,15,0,6,27,29,16,54,5,1,0,5.40%,18.30%,0.126,0.274,0.238,0.29,0.364,0.654,0.285,83,736.7,2.65,-0.63,1.01
61,Curtis Mead,TBR,45,185,166,42,10,0,5,21,21,15,38,2,2,1,8.10%,20.30%,0.152,0.302,0.256,0.324,0.408,0.731,0.317,99,493.5,7.89,0.61,1.46
62,Miles Mastrobuoni,CHC,28,92,82,21,4,0,1,11,7,9,22,0,4,1,10.20%,24.00%,0.098,0.333,0.252,0.33,0.35,0.68,0.303,90,999,4.11,3.01,1.89
63,Nick Senzel,WSN,98,376,341,80,15,1,9,44,37,28,77,3,8,3,7.50%,20.40%,0.128,0.278,0.236,0.299,0.364,0.663,0.291,80,420.7,3.17,0.37,0.76
64,Eguy Rosario,SDP,42,152,139,32,7,1,3,17,15,11,38,1,3,1,7.30%,25.00%,0.132,0.297,0.233,0.294,0.365,0.659,0.287,79,740.2,4.02,0.89,1.54
65,Carter Kieboom,WSN,62,245,218,50,9,1,6,26,24,22,61,3,1,0,9.00%,24.80%,0.132,0.286,0.228,0.307,0.36,0.667,0.295,82,743.9,4.85,0.33,1.08
66,Ildemaro Vargas,WSN,60,223,207,51,10,1,3,22,21,13,24,1,2,1,5.70%,10.70%,0.103,0.265,0.247,0.292,0.35,0.642,0.281,73,999,2.24,0.43,1.36
67,Jace Peterson,ARI,46,169,148,34,6,1,3,19,16,18,40,2,5,1,10.40%,23.80%,0.123,0.294,0.232,0.317,0.355,0.672,0.297,84,744.3,3.55,-0.5,1.54
68,Luis Guillorme,ATL,31,107,92,23,4,0,1,11,8,12,19,1,0,0,11.30%,17.70%,0.068,0.303,0.248,0.337,0.316,0.652,0.295,81,750.4,2.17,0.44,1.79
69,Eduardo Escobar,TOR,49,186,171,40,8,2,5,20,22,13,44,0,0,0,6.80%,23.60%,0.159,0.279,0.233,0.285,0.392,0.677,0.291,84,718.7,5.69,-0.28,1.29
70,Mark Vientos,NYM,99,390,356,83,16,1,16,42,49,28,113,3,1,0,7.20%,28.90%,0.18,0.295,0.234,0.295,0.414,0.709,0.305,91,518.1,2.75,-0.87,0.5
71,David Villar,SFG,21,76,68,14,3,0,3,9,9,7,23,1,0,0,8.80%,30.90%,0.167,0.278,0.212,0.292,0.379,0.671,0.294,84,999,3.78,0.39,1.73
72,José Fermín,STL,20,73,64,16,3,0,1,9,7,6,10,1,1,0,8.50%,13.50%,0.102,0.274,0.246,0.323,0.348,0.671,0.299,87,999,2.96,0.76,1.87
73,Charles Leblanc,LAA,12,37,33,8,1,0,1,4,4,3,11,0,0,0,8.10%,30.80%,0.128,0.324,0.233,0.301,0.361,0.663,0.292,82,999,1.52,-0.09,1.98
74,Jonathan Schoop,,51,191,177,42,8,0,5,20,20,10,42,2,1,0,5.50%,21.90%,0.133,0.282,0.238,0.285,0.371,0.656,0.285,78,999,3.23,-0.35,1.35
75,Nick Maton,BAL,22,76,67,15,3,0,2,8,8,8,20,1,0,0,10.80%,26.20%,0.146,0.275,0.218,0.306,0.364,0.67,0.296,88,999,2.99,-0.75,1.77
76,Jonathan Ornelas,TEX,19,42,39,9,2,0,1,5,4,3,12,0,1,0,7.30%,28.70%,0.101,0.313,0.227,0.291,0.328,0.619,0.275,69,999,3.86,1.02,1.96
77,Ryan Kreidler,DET,16,53,47,10,2,0,1,6,5,5,16,0,1,0,8.90%,30.20%,0.126,0.292,0.212,0.288,0.338,0.626,0.278,73,999,4.56,1.4,1.89
78,Jose Miranda,MIN,41,163,150,38,8,0,4,18,19,10,28,2,1,0,6.00%,17.10%,0.139,0.287,0.256,0.309,0.395,0.704,0.307,95,607.2,3.29,1.64,1.52
79,Casey Schmitt,SFG,42,156,144,34,7,0,3,16,16,8,36,2,1,0,5.20%,23.40%,0.122,0.289,0.235,0.282,0.357,0.638,0.278,73,657.5,3.8,0.38,1.5
80,Mike Brosseau,KCR,14,45,41,9,2,0,1,5,5,3,12,1,0,0,7.20%,26.70%,0.155,0.285,0.228,0.293,0.383,0.676,0.296,85,999,2.91,-0.61,1.93
81,Kevin Newman,ARI,15,59,55,15,3,0,1,6,5,3,8,0,1,0,5.70%,13.50%,0.091,0.299,0.265,0.31,0.357,0.667,0.293,81,999,4.72,-0.05,1.98
82,Matt Duffy,TEX,54,163,149,38,6,0,1,15,13,11,31,2,1,0,6.60%,19.30%,0.068,0.311,0.252,0.309,0.32,0.629,0.281,74,999,3.25,1,1.66
83,Alan Trejo,COL,40,139,129,32,7,0,3,15,16,8,33,1,2,1,5.50%,23.60%,0.143,0.302,0.246,0.293,0.389,0.682,0.295,68,749.7,1.72,-1.34,1.6
84,Danny Mendick,,23,72,66,16,3,0,1,8,7,5,15,1,1,0,7.20%,20.00%,0.1,0.287,0.238,0.299,0.338,0.637,0.283,76,999,3.31,2.72,1.87
85,Jordan Groshans,,9,36,33,8,2,0,1,4,3,3,7,0,0,0,9.10%,19.60%,0.102,0.288,0.239,0.311,0.341,0.652,0.29,81,999,3.37,0.83,1.99
86,Andre Lipcius,LAD,8,27,24,6,1,0,0,3,3,3,5,0,0,0,9.60%,20.00%,0.103,0.291,0.241,0.317,0.344,0.661,0.295,85,999,3.41,0.53,2.02
87,Vinny Capra,MIL,11,34,30,7,2,0,0,4,3,3,7,0,0,0,9.50%,21.40%,0.084,0.31,0.24,0.317,0.324,0.641,0.288,78,999,3.23,0.61,2
88,Hanser Alberto,,30,104,98,25,5,0,2,10,11,3,15,1,1,0,3.10%,14.50%,0.117,0.28,0.252,0.28,0.369,0.65,0.281,75,999,1.41,-0.04,1.77
89,Emmanuel Rivera,ARI,60,229,209,53,11,1,6,27,26,16,47,2,1,0,7.10%,20.60%,0.148,0.298,0.253,0.31,0.401,0.712,0.309,92,747.4,3.02,-0.7,1.24
90,Jonah Bride,MIA,21,77,66,15,3,0,1,8,7,8,15,2,0,0,10.50%,19.60%,0.108,0.277,0.23,0.328,0.338,0.666,0.301,86,999,4.01,1.82,1.82
91,Josh Harrison,,31,115,106,26,6,0,2,12,11,6,21,2,1,0,5.10%,18.10%,0.101,0.294,0.248,0.301,0.349,0.65,0.287,79,999,5.89,0.26,1.73
92,Tyler Fitzgerald,SFG,11,41,38,8,2,0,1,5,5,3,12,0,1,0,6.50%,30.10%,0.124,0.305,0.221,0.277,0.345,0.622,0.273,69,748.5,2.8,-0.63,1.95
93,Grae Kessinger,HOU,24,76,68,14,3,0,2,8,7,7,20,1,1,0,9.20%,26.30%,0.108,0.267,0.206,0.287,0.314,0.602,0.27,69,999,2.69,0.53,1.77
94,Irving Lopez,,21,54,48,10,2,0,1,5,5,4,14,1,0,0,7.00%,25.70%,0.111,0.272,0.214,0.277,0.324,0.602,0.265,64,999,0.26,-0.6,1.89
95,Tyler Nevin,BAL,15,47,42,10,1,0,1,7,6,4,10,0,0,0,8.70%,22.30%,0.104,0.29,0.235,0.307,0.339,0.646,0.288,83,999,2.54,-0.79,1.89
96,Jonathan Araúz,LAD,21,54,49,9,2,0,1,5,6,4,14,0,0,0,7.60%,24.90%,0.12,0.239,0.194,0.258,0.313,0.572,0.253,56,999,1.89,-0.69,1.83
97,Hunter Dozier,,19,73,66,15,3,0,2,8,8,6,21,0,1,0,8.20%,28.80%,0.161,0.286,0.222,0.289,0.384,0.673,0.293,82,999,5.19,1.61,1.8
98,Mike Moustakas,,42,159,144,32,7,0,5,17,18,11,39,2,0,0,6.90%,24.60%,0.148,0.27,0.225,0.284,0.373,0.657,0.285,77,725.8,6.21,-0.18,1.37
99,Matthew Batten,SDP,43,151,135,30,5,0,2,16,12,14,39,1,4,1,9.10%,26.20%,0.083,0.296,0.22,0.296,0.303,0.6,0.271,68,737.3,3.56,1.69,1.57
